,searchterm,category,category_cleaned,lang,category_stem,searchterm_stem
3205473,satellite speakers stand,SPEAKER_AMPLIFIER_STAND,speaker amplifier stand,no,"['speaker', 'amplifi', 'stand']",satellit speaker stand
3206652,filet tennis,SPORT_NET,sport net,no,"['sport', 'net']",filet tenni
3206673,hydrotools small above ground pool and spa venturi vacuum,POOL_VACUUM,pool vacuum,en,"['pool', 'vacuum']",hydrotool small abov ground pool spa venturi vacuum
3208903,bird platform perch large,ANIMAL_PERCH,animal perch,en,"['anim', 'perch']",bird platform perch larg
3210208,wicks for oil lamps for indoor use,FLAME_WICK,flame wick,en,"['flame', 'wick']",wick oil lamp indoor use
3210952,diskman cd player portable sony,AUDIO_CD_PLAYER,audio cd player,en,"['audio', 'cd', 'player']",diskman cd player portabl soni
3212310,mirrorless full frame sensor cleaning kit,CAMERA_CLEANER,camera cleaner,en,"['camera', 'cleaner']",mirrorless full frame sensor clean kit
3213279,heurechen holz,RAKE,rake,de,['rake'],heurechen holz
3215800,dremel platin edition 4000,ROTARY_TOOL,rotary tool,en,"['rotari', 'tool']",dremel platin edit 4000
3215976,baby sleepwear 3-6 months girl,SLEEPWEAR,sleepwear,en,['sleepwear'],babi sleepwear 3-6 month girl
3215990,battery pool vacuum cleaner cordless,POOL_VACUUM,pool vacuum,en,"['pool', 'vacuum']",batteri pool vacuum cleaner cordless
3216323,cowboy belt buckles for men,BUCKLE,buckle,en,['buckl'],cowboy belt buckl men
3216438,succulent tool kit metal,GARDEN_TOOL_SET,garden tool set,et,"['garden', 'tool', 'set']",succul tool kit metal
3217635,panacea products fireplace screen,FIRE_SCREEN,fire screen,en,"['fire', 'screen']",panacea product fireplac screen
3218807,bird sand paper for perch,ANIMAL_PERCH,animal perch,en,"['anim', 'perch']",bird sand paper perch
3219955,plant tarp set,GARDEN_TOOL_SET,garden tool set,ca,"['garden', 'tool', 'set']",plant tarp set
3220317,button snap kit heavy duty,SNAP_FASTENER,snap fastener,en,"['snap', 'fasten']",button snap kit heavi duti
3220320,car alarm system with remote start and camera,CAR_ALARM,car alarm,en,"['car', 'alarm']",car alarm system remot start camera
3221251,joel kinnaman autograph,ENTERTAINMENT_MEMORABILIA,entertainment memorabilia,fi,"['entertain', 'memorabilia']",joel kinnaman autograph
3221787,spokeshave planer,HARDWARE_PLANER,hardware planer,no,"['hardwar', 'planer']",spokeshav planer
3223004,speaker stands pair surround,SPEAKER_AMPLIFIER_STAND,speaker amplifier stand,en,"['speaker', 'amplifi', 'stand']",speaker stand pair surround
3223253,fireplace screens decorative silver,FIRE_SCREEN,fire screen,en,"['fire', 'screen']",fireplac screen decor silver
3225016,pc sound cards windows 10,SOUND_CARD,sound card,en,"['sound', 'card']",pc sound card window 10
3225110,petzl harness climbing,SAFETY_HARNESS,safety harness,en,"['safeti', 'har']",petzl har climb
3226302,gun cleaning kits for handguns 380,GUN_CLEANING_KIT,gun cleaning kit,en,"['gun', 'clean', 'kit']",gun clean kit handgun 380
3227119,snap fasteners,SNAP_FASTENER,snap fastener,no,"['snap', 'fasten']",snap fasten
3227559,akku hobel,HARDWARE_PLANER,hardware planer,sk,"['hardwar', 'planer']",akku hobel
3227791,resine imprimante 3d,MECHANICAL_COMPONENTS,mechanical components,it,"['mechan', 'compon']",resin imprimant 3d
3228170,bottoni a pressione metallo,SNAP_FASTENER,snap fastener,it,"['snap', 'fasten']",bottoni pression metallo
3229416,graduation gift cards for amazon in box,ABIS_GIFT_CARD,abis gift card,en,"['abi', 'gift', 'card']",graduat gift card amazon box
3229536,motorcycle sissy bar cushion,POWERSPORTS_VEHICLE_PART,powersports vehicle part,en,"['powersport', 'vehicl', 'part']",motorcycl sissi bar cushion
3229828,contour next ez blood glucose monitoring system,GLUCOSE_METER,glucose meter,en,"['glucos', 'meter']",contour next ez blood glucos monitor system
3230129,sugar monitoring kit one touch,GLUCOSE_METER,glucose meter,en,"['glucos', 'meter']",sugar monitor kit one touch
3230183,car security system 2 way,CAR_ALARM,car alarm,en,"['car', 'alarm']",car secur system 2 way
3231341,picture frame hangers for back of frames,PICTURE_HANGER,picture hanger,en,"['pictur', 'hanger']",pictur frame hanger back frame
3231622,knorr rice sides spanish rice,RICE_MIX,rice mix,en,"['rice', 'mix']",knorr rice side spanish rice
3232828,anti slip shower stickers black,HOME_BED_AND_BATH,home bed and bath,en,"['home', 'bed', 'and', 'bath']",anti slip shower sticker black
3234150,bean bag toss for kids,TARGET_TOSSING_GAME,target tossing game,no,"['target', 'toss', 'game']",bean bag toss kid
3235207,my own private idaho shirt,GUILD_APPAREL,guild apparel,en,"['guild', 'apparel']",privat idaho shirt
3236951,banglijian hearing amplifier domes,HEARING_AMPLIFIER,hearing amplifier,en,"['hear', 'amplifi']",banglijian hear amplifi dome
3236977,muscle rollers sticks,MASSAGE_STICK,massage stick,en,"['massag', 'stick']",muscl roller stick
3237459,rice pilaf chicken,RICE_MIX,rice mix,en,"['rice', 'mix']",rice pilaf chicken
3238044,32 channel dvr hybrid,DIGITAL_VIDEO_RECORDER,digital video recorder,cy,"['digit', 'video', 'record']",32 channel dvr hybrid
3238670,large frame blue light glasses for women,BLUE_LIGHT_BLOCKING_EYEGLASSES,blue light blocking eyeglasses,en,"['blue', 'light', 'block', 'eyeglass']",larg frame blue light glass women
3239313,magnetic chuck for surface grinder,TOOL_CHUCK,tool chuck,en,"['tool', 'chuck']",magnet chuck surfac grinder
3240218,old coins usa,COLLECTIBLE_COINS,collectible coins,en,"['collect', 'coin']",old coin usa
3240313,white saree,SAREE,saree,en,['sare'],white sare
3242014,atlus psp,CONSOLE_VIDEO_GAMES,console video games,lv,"['consol', 'video', 'game']",atlu psp
3243111,kindle paperwhite cellular 8gb,AMAZON_BOOK_READER,amazon book reader,en,"['amazon', 'book', 'reader']",kindl paperwhit cellular 8gb
3243589,weicon tstripper,WIRE_STRIPPER,wire stripper,de,"['wire', 'stripper']",weicon tstripper
3243923,cd walkman portable cd player,AUDIO_CD_PLAYER,audio cd player,en,"['audio', 'cd', 'player']",cd walkman portabl cd player
3244914,hemp wicks pre waxed,FLAME_WICK,flame wick,en,"['flame', 'wick']",hemp wick pre wax
3245152,morey boogie boards 36 inch,SPORT_BOARD_SKI,sport board ski,en,"['sport', 'board', 'ski']",morey boogi board 36 inch
3245399,power planers woodworking handheld,HARDWARE_PLANER,hardware planer,af,"['hardwar', 'planer']",power planer woodwork handheld
3245531,maquina pelacables cobre,WIRE_STRIPPER,wire stripper,ca,"['wire', 'stripper']",maquina pelac cobr
3245664,bird perch platform,ANIMAL_PERCH,animal perch,en,"['anim', 'perch']",bird perch platform
3246414,sony cd player portable walkman,AUDIO_CD_PLAYER,audio cd player,en,"['audio', 'cd', 'player']",soni cd player portabl walkman
3247088,hand planer for woodworking manual,HARDWARE_PLANER,hardware planer,en,"['hardwar', 'planer']",hand planer woodwork manual
3247459,uv blue light glasses,BLUE_LIGHT_BLOCKING_EYEGLASSES,blue light blocking eyeglasses,fr,"['blue', 'light', 'block', 'eyeglass']",uv blue light glass
3247746,photographs sam heughen,ENTERTAINMENT_MEMORABILIA,entertainment memorabilia,en,"['entertain', 'memorabilia']",photograph sam heughen
3247798,car headrest mount for dvd player,PORTABLE_VIDEO_DISC_PLAYER,portable video disc player,en,"['portabl', 'video', 'disc', 'player']",car headrest mount dvd player
3249566,d ring hangers ook,PICTURE_HANGER,picture hanger,af,"['pictur', 'hanger']",ring hanger ook
3250178,kontaktlinsen farbig,CONTACT_LENSES,contact lenses,no,"['contact', 'lens']",kontaktlinsen farbig
3251025,towel warmers for bathroom chrome,HOME_BED_AND_BATH,home bed and bath,en,"['home', 'bed', 'and', 'bath']",towel warmer bathroom chrome
3251695,music instruments for toddlers 3-5,MUSICAL_INSTRUMENT_TOY,musical instrument toy,en,"['music', 'instrument', 'toy']",music instrument toddler 3-5
3251750,douche bulb large,ENEMA_DOUCHE,enema douche,fr,"['enema', 'douch']",douch bulb larg
3255429,graters for kitchen stainless steel small,FOOD_GRATER,food grater,en,"['food', 'grater']",grater kitchen stainless steel small
3257286,rock exotica carabiner oval,CARABINER,carabiner,it,['carabin'],rock exotica carabin oval
3257360,muddy tree stands harness,SAFETY_HARNESS,safety harness,en,"['safeti', 'har']",muddi tree stand har
3257466,dinosaur bean bag toss for kids 3-8,TARGET_TOSSING_GAME,target tossing game,en,"['target', 'toss', 'game']",dinosaur bean bag toss kid 3-8
3257501,diabetes test ohne stechen,GLUCOSE_METER,glucose meter,de,"['glucos', 'meter']",diabet test ohn stechen
3257608,greenlee wire strippers,WIRE_STRIPPER,wire stripper,nl,"['wire', 'stripper']",greenle wire stripper
3257756,massage roller stick for legs,MASSAGE_STICK,massage stick,da,"['massag', 'stick']",massag roller stick leg
3258004,hot air station hakko,SOLDERING_STATION,soldering station,fi,"['solder', 'station']",hot air station hakko
3259876,salmon roe for sushi,SEAFOOD,seafood,en,['seafood'],salmon roe sushi
3262496,adjustable rake garden,RAKE,rake,no,['rake'],adjust rake garden
3263443,kindle gift card christmas,ABIS_GIFT_CARD,abis gift card,en,"['abi', 'gift', 'card']",kindl gift card christma
3264025,clip boards 8.5x11,CLIPBOARD,clipboard,en,['clipboard'],clip board 8.5x11
3264167,baby mitts 0-3 months,ACCESSORY,accessory,en,['accessori'],babi mitt 0-3 month
3264512,baby leg warmers pink,LEG_SLEEVE,leg sleeve,af,"['leg', 'sleev']",babi leg warmer pink
3264995,hard cheese grater rotary handheld,FOOD_GRATER,food grater,en,"['food', 'grater']",hard chees grater rotari handheld
3265619,porta cellulare da corsa 6.7 pollici,PORTABLE_ELECTRONIC_DEVICE_ARMBAND,portable electronic device armband,it,"['portabl', 'electron', 'devic', 'armband']",porta cellular da corsa 6.7 pollici
3265884,kontaktlinsen naruto,CONTACT_LENSES,contact lenses,fi,"['contact', 'lens']",kontaktlinsen naruto
3267648,mitutoyo depth micrometer,PRECISION_MEASURING,precision measuring,en,"['precis', 'measur']",mitutoyo depth micromet
3268257,faseshield and goggles for covid,FACE_SHIELD,face shield,en,"['face', 'shield']",faseshield goggl covid
3269000,ikea chair casters,INDUSTRIAL_CASTERS,industrial casters,en,"['industri', 'caster']",ikea chair caster
3272410,birthday amazon gift cards for women,ABIS_GIFT_CARD,abis gift card,en,"['abi', 'gift', 'card']",birthday amazon gift card women
3272718,shower perch for conures,ANIMAL_PERCH,animal perch,en,"['anim', 'perch']",shower perch conur
3273100,yukon charlie snowshoes,SNOWSHOE,snowshoe,en,['snowsho'],yukon charli snowsho
3274069,tissue paper squares 2 inch,CRAFT_WRAPPING_TISSUE_PAPER,craft wrapping tissue paper,fr,"['craft', 'wrap', 'tissu', 'paper']",tissu paper squar 2 inch
3274401,blue sea systems terminal block,TERMINAL_BLOCK,terminal block,en,"['termin', 'block']",blue system termin block
3274480,rear rotors acdelco,BRAKE_ROTOR,brake rotor,ca,"['brake', 'rotor']",rear rotor acdelco
3275307,petzl carabiner pack,CARABINER,carabiner,ca,['carabin'],petzl carabin pack
3275810,dirty rice box,RICE_MIX,rice mix,en,"['rice', 'mix']",dirti rice box
3276118,shower mat square with drain hole,BATHTUB_SHOWER_MAT,bathtub shower mat,en,"['bathtub', 'shower', 'mat']",shower mat squar drain hole
3276708,skimboard for beach kids,SPORT_BOARD_SKI,sport board ski,da,"['sport', 'board', 'ski']",skimboard beach kid
3277529,treal scx24 wheels,HOBBIES,hobbies,en,['hobbi'],treal scx24 wheel
3277620,bra extenders 4 hook plus size white,ACCESSORY,accessory,en,['accessori'],bra extend 4 hook plu size white
3277890,my/mo mochi ice cream,DAIRY_BASED_ICE_CREAM,dairy based ice cream,en,"['dairi', 'base', 'ice', 'cream']",my/mo mochi ice cream
3278482,inandon 15.6,KARAOKE_MACHINE,karaoke machine,tl,"['karaok', 'machin']",inandon 15.6
3279102,boussole silva,NAVIGATION_COMPASS,navigation compass,fr,"['navig', 'compass']",boussol silva
3279238,sensor cleaning kit full,CAMERA_CLEANER,camera cleaner,en,"['camera', 'cleaner']",sensor clean kit full
3280150,picture hooks heavy duty,PICTURE_HANGER,picture hanger,en,"['pictur', 'hanger']",pictur hook heavi duti
3282424,rohm keyless chuck,TOOL_CHUCK,tool chuck,en,"['tool', 'chuck']",rohm keyless chuck
3283113,engraved compass for dad,NAVIGATION_COMPASS,navigation compass,pt,"['navig', 'compass']",engrav compass dad
3284178,blood glucose monitor kit contour,GLUCOSE_METER,glucose meter,en,"['glucos', 'meter']",blood glucos monitor kit contour
3284952,terminal strip blocks with cover,TERMINAL_BLOCK,terminal block,en,"['termin', 'block']",termin strip block cover
3285969,long johns for girls,BASE_LAYER_APPAREL_SET,base layer apparel set,no,"['base', 'layer', 'apparel', 'set']",long john girl
3286918,enema bulb kit,ENEMA_DOUCHE,enema douche,tr,"['enema', 'douch']",enema bulb kit
3287575,cronenberg shirt,GUILD_APPAREL,guild apparel,en,"['guild', 'apparel']",cronenberg shirt
3288211,elliptical trainer 20 inch stride length,ELLIPTICAL_TRAINER,elliptical trainer,en,"['ellipt', 'trainer']",ellipt trainer 20 inch stride length
3288284,ritchie compass fluid,NAVIGATION_COMPASS,navigation compass,fr,"['navig', 'compass']",ritchi compass fluid
3289321,scaldamuscoli,LEG_SLEEVE,leg sleeve,it,"['leg', 'sleev']",scaldamuscoli
3289414,elliptical exercise machine portable,ELLIPTICAL_TRAINER,elliptical trainer,es,"['ellipt', 'trainer']",ellipt exercis machin portabl
3290167,depth micrometer 0-1,PRECISION_MEASURING,precision measuring,en,"['precis', 'measur']",depth micromet 0-1
3291010,wonnie 17.9 large portable dvd/cd player,PORTABLE_VIDEO_DISC_PLAYER,portable video disc player,en,"['portabl', 'video', 'disc', 'player']",wonni 17.9 larg portabl dvd/cd player
3292083,iris und lilly unterwäsche damen,UNDERWEAR,underwear,de,['underwear'],iri und lilli unterwäsch damen
3293529,nvr recorders wifi,DIGITAL_VIDEO_RECORDER,digital video recorder,en,"['digit', 'video', 'record']",nvr record wifi
3293648,kindle ohne werbung,AMAZON_BOOK_READER,amazon book reader,de,"['amazon', 'book', 'reader']",kindl ohn werbung
3294410,dahua nvr 4208,DIGITAL_VIDEO_RECORDER,digital video recorder,id,"['digit', 'video', 'record']",dahua nvr 4208
3295237,capri automatic wire stripper,WIRE_STRIPPER,wire stripper,ro,"['wire', 'stripper']",capri automat wire stripper
3295768,beef tallow for cooking grass fed,EDIBLE_OIL_ANIMAL,edible oil animal,en,"['edibl', 'oil', 'anim']",beef tallow cook grass fed
3296565,block plane mini,HARDWARE_PLANER,hardware planer,en,"['hardwar', 'planer']",block plane mini
3296628,samsung a52 hülle mit band,PHONE_ACCESSORY,phone accessory,tl,"['phone', 'accessori']",samsung a52 hülle mit band
3297310,coiffeuse blanche,MAKEUP_VANITY,makeup vanity,fr,"['makeup', 'vaniti']",coiffeus blanch
3298850,brass wool 0000 super fine,ABRASIVES,abrasives,en,['abras'],brass wool 0000 super fine
3299931,pasta per cromature,ABRASIVES,abrasives,it,['abras'],pasta per cromatur
3301102,ben and jerry's ice cream vanilla,DAIRY_BASED_ICE_CREAM,dairy based ice cream,en,"['dairi', 'base', 'ice', 'cream']",ben jerri 's ice cream vanilla
3303863,rc tool kit 1/8,HOBBIES,hobbies,et,['hobbi'],rc tool kit 1/8
3304563,grom exhaust zoom,POWERSPORTS_VEHICLE_PART,powersports vehicle part,nl,"['powersport', 'vehicl', 'part']",grom exhaust zoom
3304596,dry shampoo batiste dark hair,DRY_SHAMPOO,dry shampoo,en,"['dri', 'shampoo']",dri shampoo batist dark hair
3304804,elastic straps to hold sheets in place,HOME_BED_AND_BATH,home bed and bath,en,"['home', 'bed', 'and', 'bath']",elast strap hold sheet place
3305139,handyhalterung laufen arm,PORTABLE_ELECTRONIC_DEVICE_ARMBAND,portable electronic device armband,de,"['portabl', 'electron', 'devic', 'armband']",handyhalterung laufen arm
3305359,blood sugar tester,GLUCOSE_METER,glucose meter,et,"['glucos', 'meter']",blood sugar tester
3305650,snaps for sewing black,SNAP_FASTENER,snap fastener,en,"['snap', 'fasten']",snap sew black
3305973,karen gillan selfie,ENTERTAINMENT_MEMORABILIA,entertainment memorabilia,sv,"['entertain', 'memorabilia']",karen gillan selfi
3306578,barton fireplace screen,FIRE_SCREEN,fire screen,en,"['fire', 'screen']",barton fireplac screen
3306788,guinness shirt hello darkness my old friend,GUILD_APPAREL,guild apparel,no,"['guild', 'apparel']",guin shirt hello dark old friend
3306868,gardening tool set purple,GARDEN_TOOL_SET,garden tool set,af,"['garden', 'tool', 'set']",garden tool set purpl
3306937,plant tools succulents,GARDEN_TOOL_SET,garden tool set,ca,"['garden', 'tool', 'set']",plant tool succul
3310226,chinook trekker snowshoes,SNOWSHOE,snowshoe,en,['snowsho'],chinook trekker snowsho
3311364,snap fastener kit marine,SNAP_FASTENER,snap fastener,no,"['snap', 'fasten']",snap fasten kit marin
3311439,rotary tool cordless usb c,ROTARY_TOOL,rotary tool,en,"['rotari', 'tool']",rotari tool cordless usb
3311477,techniks er32,TOOL_CHUCK,tool chuck,de,"['tool', 'chuck']",technik er32
3311516,2021 silver eagle coin type 2 bu,COLLECTIBLE_COINS,collectible coins,en,"['collect', 'coin']",2021 silver eagl coin type 2 bu
3312582,hot air rework station heat gun,SOLDERING_STATION,soldering station,en,"['solder', 'station']",hot air rework station heat gun
3313306,parmesan cheese grater stainless steel,FOOD_GRATER,food grater,nl,"['food', 'grater']",parmesan chees grater stainless steel
3313456,hot air soldering station kit,SOLDERING_STATION,soldering station,en,"['solder', 'station']",hot air solder station kit
3313587,pork lard for soap making,EDIBLE_OIL_ANIMAL,edible oil animal,no,"['edibl', 'oil', 'anim']",pork lard soap make
3314138,crepe paper rolls halloween,CRAFT_WRAPPING_TISSUE_PAPER,craft wrapping tissue paper,en,"['craft', 'wrap', 'tissu', 'paper']",crepe paper roll halloween
3314520,palm routers woodworking brushless,ROUTER_POWER_TOOL,router power tool,en,"['router', 'power', 'tool']",palm router woodwork brushless
